timestamp_utc,gold_gdelt_sentiment_mean,gold_gdelt_sentiment_std,gold_gdelt_news_volume,gold_gdelt_positive_ratio,gold_gdelt_negative_ratio,gold_gdelt_avg_confidence
2026-04-23 22:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.9323303699493408
2026-04-24 04:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.9457511305809021
2026-04-24 05:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.6875014305114746
2026-04-24 06:00:00+00:00,-0.5,0.7071067811865476,2.0,0.0,0.5,0.8943653106689453
2026-04-24 07:00:00+00:00,0.0,1.0,3.0,0.3333333333333333,0.3333333333333333,0.8635601202646891
2026-04-24 13:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.9729925990104675
2026-04-24 22:00:00+00:00,1.0,0.0,1.0,1.0,0.0,0.9481889009475708
2026-04-25 00:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.5083490610122681
2026-04-25 06:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.856268584728241
2026-04-25 11:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.8810049295425415
2026-04-25 12:00:00+00:00,0.5,0.7071067811865476,2.0,0.5,0.0,0.660293310880661
2026-04-25 17:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.9545608162879944
2026-04-25 20:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.7893121838569641
2026-04-27 02:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.9356266856193542
2026-04-27 09:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.8284035921096802
2026-04-27 13:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.7766250371932983
2026-04-27 14:00:00+00:00,1.0,0.0,1.0,1.0,0.0,0.7967050075531006
2026-04-27 23:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.8843250274658203
2026-04-28 09:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.9173093438148499
2026-04-28 10:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.7476060390472412
2026-04-28 12:00:00+00:00,0.0,0.0,2.0,0.0,0.0,0.7650597989559174
2026-04-29 00:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.9186281561851501
2026-04-29 03:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.8564025163650513
2026-04-29 04:00:00+00:00,-1.0,0.0,1.0,0.0,1.0,0.96757572889328
2026-04-29 12:00:00+00:00,1.0,0.0,1.0,1.0,0.0,0.9295116066932678
2026-04-29 13:00:00+00:00,0.0,0.0,1.0,0.0,0.0,0.870752215385437
